taxon_order,category,species_code,primary_com_name,sci_name
12152,species,gyhpar1,Gray-hooded Parakeet,Psilopsiagon aymara
12153,species,moupar2,Mountain Parakeet,Psilopsiagon aurifrons
12158,species,barpar1,Barred Parakeet,Bolborhynchus lineola
12161,species,rufpar1,Rufous-fronted Parakeet,Bolborhynchus ferrugineifrons
12162,species,andpar1,Andean Parakeet,Bolborhynchus orbygnesius
12163,slash,y00875,Barred/Andean Parakeet,Bolborhynchus lineola/orbygnesius
12164,species,teppar1,Tepui Parrotlet,Nannopsittaca panychlora
12165,species,amapar1,Amazonian Parrotlet,Nannopsittaca dachilleae
12166,species,monpar,Monk Parakeet,Myiopsitta monachus
12167,issf,monpar1,Monk Parakeet (Monk),Myiopsitta monachus [monachus Group]
12171,issf,monpar2,Monk Parakeet (Cliff),Myiopsitta monachus luchsi
12172,species,tuipar1,Tui Parakeet,Brotogeris sanctithomae
12175,species,plapar1,Plain Parakeet,Brotogeris tirica
12176,species,whwpar,White-winged Parakeet,Brotogeris versicolurus
12177,species,yecpar,Yellow-chevroned Parakeet,Brotogeris chiriri
12180,hybrid,wwxpar1,White-winged x Yellow-chevroned Parakeet (hybrid),Brotogeris versicolurus x chiriri
12181,slash,y00483,White-winged/Yellow-chevroned Parakeet,Brotogeris versicolurus/chiriri
12182,species,gycpar1,Gray-cheeked Parakeet,Brotogeris pyrrhoptera
12183,species,orcpar,Orange-chinned Parakeet,Brotogeris jugularis
12186,species,cowpar1,Cobalt-winged Parakeet,Brotogeris cyanoptera
12190,species,gowpar2,Golden-winged Parakeet,Brotogeris chrysoptera
12196,spuh,brotog1,Brotogeris sp.,Brotogeris sp.
12197,species,recpar3,Pileated Parrot,Pionopsitta pileata
12198,species,blbpar4,Blue-bellied Parrot,Triclaria malachitacea
12199,species,rufpar2,Rusty-faced Parrot,Hapalopsittaca amazonina
12203,species,inwpar1,Indigo-winged Parrot,Hapalopsittaca fuertesi
12204,species,refpar2,Red-faced Parrot,Hapalopsittaca pyrrhops
12205,species,blwpar1,Black-winged Parrot,Hapalopsittaca melanotis
12208,species,brhpar1,Brown-hooded Parrot,Pyrilia haematotis
12211,species,rofpar2,Rose-faced Parrot,Pyrilia pulchra
12212,species,sahpar1,Saffron-headed Parrot,Pyrilia pyrilia
12213,species,orcpar2,Orange-cheeked Parrot,Pyrilia barrabandi
12216,species,caipar2,Caica Parrot,Pyrilia caica
12217,species,balpar1,Bald Parrot,Pyrilia aurantiocephala
12218,species,vulpar1,Vulturine Parrot,Pyrilia vulturina
12219,spuh,pyrili1,Pyrilia sp.,Pyrilia sp.
12220,species,duspar1,Dusky Parrot,Pionus fuscus
12221,species,rebpar2,Red-billed Parrot,Pionus sordidus
12228,species,schpar1,Scaly-headed Parrot,Pionus maximiliani
12233,species,spfpar1,Speckle-faced Parrot,Pionus tumultuosus
12234,issf,spfpar2,Speckle-faced Parrot (White-capped),Pionus tumultuosus seniloides
12235,issf,spfpar3,Speckle-faced Parrot (Plum-crowned),Pionus tumultuosus tumultuosus
12236,species,blhpar1,Blue-headed Parrot,Pionus menstruus
12237,issf,buhpar1,Blue-headed Parrot (Blue-headed),Pionus menstruus menstruus/rubrigularis
12240,issf,buhpar2,Blue-headed Parrot (Reichenow's),Pionus menstruus reichenowi
12241,species,whcpar,White-crowned Parrot,Pionus senilis
12242,species,brwpar1,Bronze-winged Parrot,Pionus chalcopterus
12243,spuh,pionus1,Pionus sp.,Pionus sp.
12244,species,shtpar2,Short-tailed Parrot,Graydidascalus brachyurus
12245,species,yefpar5,Yellow-faced Parrot,Alipiopsitta xanthops
12246,species,fespar1,Festive Parrot,Amazona festiva
12247,issf,fespar2,Festive Parrot (Northern),Amazona festiva bodini
12248,issf,fespar3,Festive Parrot (Southern),Amazona festiva festiva
12249,species,vinpar1,Vinaceous-breasted Parrot,Amazona vinacea
12250,species,tucpar1,Tucuman Parrot,Amazona tucumana
12251,species,respar2,Red-spectacled Parrot,Amazona pretrei
12252,species,recpar,Red-crowned Parrot,Amazona viridigenalis
12253,species,licpar,Lilac-crowned Parrot,Amazona finschi
12254,hybrid,x00958,Red-crowned x Lilac-crowned Parrot (hybrid),Amazona viridigenalis x finschi
12255,species,relpar,Red-lored Parrot,Amazona autumnalis
12256,issf,relpar2,Red-lored Parrot (Yellow-cheeked),Amazona autumnalis autumnalis
12257,issf,relpar3,Red-lored Parrot (Salvin's),Amazona autumnalis lilacina/salvini
12260,issf,relpar4,Red-lored Parrot (Diademed),Amazona autumnalis diadema
12261,hybrid,x00857,Red-crowned x Red-lored Parrot (hybrid),Amazona viridigenalis x autumnalis
12262,species,blcpar2,Blue-cheeked Parrot,Amazona dufresniana
12263,species,rebpar7,Red-browed Parrot,Amazona rhodocorytha
12264,species,renpar1,Red-necked Parrot,Amazona arausiaca
12265,species,marpar1,Martinique Parrot,Amazona martinicana
12266,species,stlpar1,St. Lucia Parrot,Amazona versicolor
12267,species,yenpar1,Yellow-naped Parrot,Amazona auropalliata
12271,species,yehpar,Yellow-headed Parrot,Amazona oratrix
12272,issf,yehpar2,Yellow-headed Parrot (Tres Marias Is.),Amazona oratrix tresmariae
12273,issf,yehpar1,Yellow-headed Parrot (Mainland),Amazona oratrix [oratrix Group]
12277,species,ywcpar,Yellow-crowned Parrot,Amazona ochrocephala
12282,species,yespar1,Yellow-shouldered Parrot,Amazona barbadensis
12283,species,bufpar,Turquoise-fronted Parrot,Amazona aestiva
12286,species,blbpar1,Black-billed Parrot,Amazona agilis
12287,species,whfpar1,White-fronted Parrot,Amazona albifrons
12291,species,yelpar1,Yellow-lored Parrot,Amazona xantholora
12292,species,yebpar1,Yellow-billed Parrot,Amazona collaria
12293,slash,y00876,Black-billed/Yellow-billed Parrot,Amazona agilis/collaria
12294,species,cubpar1,Cuban Parrot,Amazona leucocephala
12295,issf,cubpar3,Cuban Parrot (Cuban),Amazona leucocephala leucocephala
12296,issf,cubpar4,Cuban Parrot (Bahamas),Amazona leucocephala bahamensis
12297,issf,cubpar5,Cuban Parrot (Cayman Is.),Amazona leucocephala caymanensis/hesterna
12300,species,hispar1,Hispaniolan Parrot,Amazona ventralis
12301,species,purpar1,Puerto Rican Parrot,Amazona vittata
12304,species,meapar,Mealy Parrot,Amazona farinosa
12305,issf,meapar1,Mealy Parrot (Northern),Amazona farinosa guatemalae/virenticeps
12308,issf,meapar2,Mealy Parrot (Southern),Amazona farinosa farinosa
12309,species,kawpar1,Kawall's Parrot,Amazona kawalli
12310,species,imppar1,Imperial Parrot,Amazona imperialis
12311,species,guapar1,Guadeloupe Parrot,Amazona violacea
12312,species,retpar1,Red-tailed Parrot,Amazona brasiliensis
12313,species,stvpar1,St. Vincent Parrot,Amazona guildingii
12314,species,orwpar,Orange-winged Parrot,Amazona amazonica
12317,species,scnpar1,Scaly-naped Parrot,Amazona mercenarius
12320,spuh,amazon,Amazona sp.,Amazona sp.
12321,species,dubpar1,Dusky-billed Parrotlet,Forpus modestus
12322,issf,dubpar2,Dusky-billed Parrotlet (Schomburgk's),Forpus modestus modestus
12323,issf,dubpar3,Dusky-billed Parrotlet (Dusky-billed),Forpus modestus sclateri
12324,species,mexpar1,Mexican Parrotlet,Forpus cyanopygius
12325,issf,mexpar2,Mexican Parrotlet (Mexican),Forpus cyanopygius cyanopygius
12326,issf,mexpar3,Mexican Parrotlet (Tres Marias),Forpus cyanopygius insularis
12327,species,blwpar4,Blue-winged Parrotlet,Forpus xanthopterygius
12328,issf,buwpar1,Blue-winged Parrotlet (Turquoise-winged),Forpus xanthopterygius spengeli
12329,issf,buwpar2,Blue-winged Parrotlet (crassirostris),Forpus xanthopterygius crassirostris
12330,issf,buwpar3,Blue-winged Parrotlet (Blue-winged),Forpus xanthopterygius xanthopterygius
12331,species,grrpar1,Green-rumped Parrotlet,Forpus passerinus
12337,species,spepar1,Spectacled Parrotlet,Forpus conspicillatus
12341,species,pacpar2,Pacific Parrotlet,Forpus coelestis
12342,species,yefpar2,Yellow-faced Parrotlet,Forpus xanthops
12343,spuh,forpus1,Forpus sp.,Forpus sp.
12344,species,blhpar4,Black-headed Parrot,Pionites melanocephalus
12347,species,whbpar1,White-bellied Parrot,Pionites leucogaster
12348,issf,whbpar2,White-bellied Parrot (Black-legged),Pionites leucogaster xanthomerius
12349,issf,whbpar3,White-bellied Parrot (Yellow-tailed),Pionites leucogaster xanthurus
12350,issf,whbpar4,White-bellied Parrot (Green-thighed),Pionites leucogaster leucogaster
12351,species,refpar3,Red-fan Parrot,Deroptyus accipitrinus
12354,species,bltpar2,Ochre-marked Parakeet,Pyrrhura cruentata
12355,species,blwpar2,Blaze-winged Parakeet,Pyrrhura devillei
12356,species,mabpar,Maroon-bellied Parakeet,Pyrrhura frontalis
12357,issf,mabpar2,Maroon-bellied Parakeet (Maroon-tailed),Pyrrhura frontalis frontalis
12358,issf,mabpar1,Maroon-bellied Parakeet (Green-tailed),Pyrrhura frontalis chiripepe
12359,species,peapar1,Pearly Parakeet,Pyrrhura lepida
12360,issf,peapar2,Pearly Parakeet (lepida),Pyrrhura lepida lepida
12361,issf,peapar3,Pearly Parakeet (anerythra),Pyrrhura lepida anerythra
12362,issf,peapar4,Pearly Parakeet (coerulescens),Pyrrhura lepida coerulescens
12363,species,crbpar1,Crimson-bellied Parakeet,Pyrrhura perlata
12364,species,gncpar,Green-cheeked Parakeet,Pyrrhura molinae
12371,species,pfrpar1,Pfrimer's Parakeet,Pyrrhura pfrimeri
12372,species,gybpar1,Gray-breasted Parakeet,Pyrrhura griseipectus
12373,species,mafpar3,Maroon-faced Parakeet,Pyrrhura leucotis
12374,slash,mafpar2,Gray-breasted/Maroon-faced Parakeet,Pyrrhura griseipectus/leucotis
12375,species,paipar1,Painted Parakeet,Pyrrhura picta
12376,issf,paipar2,Painted Parakeet (Painted),Pyrrhura picta picta
12377,issf,paipar6,Painted Parakeet (Venezuelan),Pyrrhura picta emma
12378,issf,paipar4,Painted Parakeet (Sinu),Pyrrhura picta subandina
12379,issf,paipar5,Painted Parakeet (Todd's),Pyrrhura picta caeruleiceps
12380,issf,paipar3,Painted Parakeet (Azuero),Pyrrhura picta eisenmanni
12381,species,sanpar2,Santarem Parakeet,Pyrrhura amazonum
12382,issf,sanpar3,Santarem Parakeet (Santarem),Pyrrhura amazonum amazonum
12383,issf,sanpar4,Santarem Parakeet (Madeira),Pyrrhura amazonum snethlageae
12384,issf,sanpar5,Santarem Parakeet (Cristalino),Pyrrhura amazonum lucida
12385,species,bonpar1,Bonaparte's Parakeet,Pyrrhura lucianii
12386,species,rofpar3,Rose-fronted Parakeet,Pyrrhura roseifrons
12387,issf,rofpar5,Rose-fronted Parakeet (Wavy-breasted),Pyrrhura roseifrons peruviana/dilutissima
12390,issf,rofpar1,Rose-fronted Parakeet (Garlepp's),Pyrrhura roseifrons parvifrons
12391,issf,rofpar4,Rose-fronted Parakeet (Rose-fronted),Pyrrhura roseifrons roseifrons
12392,species,sampar1,Santa Marta Parakeet,Pyrrhura viridicata
12393,species,fispar1,Fiery-shouldered Parakeet,Pyrrhura egregia
12396,species,matpar2,Maroon-tailed Parakeet,Pyrrhura melanura
12397,issf,matpar4,Maroon-tailed Parakeet (Choco),Pyrrhura melanura pacifica
12398,issf,matpar5,Maroon-tailed Parakeet (Huila),Pyrrhura melanura chapmani
12399,issf,matpar3,Maroon-tailed Parakeet (Maroon-tailed),Pyrrhura melanura [melanura Group]
12403,species,elopar1,El Oro Parakeet,Pyrrhura orcesi
12404,species,blcpar1,Black-capped Parakeet,Pyrrhura rupicola
12407,species,whnpar1,White-necked Parakeet,Pyrrhura albipectus
12408,species,brbpar2,Brown-breasted Parakeet,Pyrrhura calliptera
12409,species,reepar1,Red-eared Parakeet,Pyrrhura hoematotis
12412,species,rohpar1,Rose-headed Parakeet,Pyrrhura rhodocephala
12413,species,suwpar1,Sulphur-winged Parakeet,Pyrrhura hoffmanni
12416,spuh,pyrrhu1,Pyrrhura sp.,Pyrrhura sp.
12417,species,auspar1,Austral Parakeet,Enicognathus ferrugineus
12420,species,slbpar1,Slender-billed Parakeet,Enicognathus leptorhynchus
12421,slash,y00877,Austral/Slender-billed Parakeet,Enicognathus ferrugineus/leptorhynchus
12422,species,burpar,Burrowing Parakeet,Cyanoliseus patagonus
12423,issf,burpar1,Burrowing Parakeet (Olive),Cyanoliseus patagonus andinus
12424,issf,burpar3,Burrowing Parakeet (Burrowing),Cyanoliseus patagonus patagonus/conlara
12427,issf,burpar2,Burrowing Parakeet (Chilean),Cyanoliseus patagonus bloxami
12428,species,hyamac1,Hyacinth Macaw,Anodorhynchus hyacinthinus
12429,species,glamac1,Glaucous Macaw,Anodorhynchus glaucus
12430,species,indmac1,Indigo Macaw,Anodorhynchus leari
12431,species,thbpar,Thick-billed Parrot,Rhynchopsitta pachyrhyncha
12432,species,mafpar1,Maroon-fronted Parrot,Rhynchopsitta terrisi
12433,species,oltpar1,Olive-throated Parakeet,Eupsittula nana
12434,issf,oltpar2,Olive-throated Parakeet (Aztec),Eupsittula nana astec/vicinalis
12437,issf,oltpar3,Olive-throated Parakeet (Jamaican),Eupsittula nana nana
12438,species,orfpar,Orange-fronted Parakeet,Eupsittula canicularis
12442,species,pefpar1,Peach-fronted Parakeet,Eupsittula aurea
12443,species,brtpar1,Brown-throated Parakeet,Eupsittula pertinax
12444,issf,bntpar1,Brown-throated Parakeet (Veraguas),Eupsittula pertinax ocularis
12445,issf,bntpar2,Brown-throated Parakeet (Brown-throated),Eupsittula pertinax [pertinax Group]
12459,species,cacpar1,Cactus Parakeet,Eupsittula cactorum
12462,species,carpar,Carolina Parakeet,Conuropsis carolinensis
12463,species,duhpar,Dusky-headed Parakeet,Aratinga weddellii
12464,species,bkhpar,Nanday Parakeet,Aratinga nenday
12465,species,sunpar1,Sun Parakeet,Aratinga solstitialis
12466,species,subpar1,Sulphur-breasted Parakeet,Aratinga maculata
12467,species,janpar1,Jandaya Parakeet,Aratinga jandaya
12468,species,gocpar2,Golden-capped Parakeet,Aratinga auricapillus
12471,species,spimac1,Spix's Macaw,Cyanopsitta spixii
12472,species,rebmac2,Red-bellied Macaw,Orthopsittaca manilatus
12473,species,buwmac1,Blue-winged Macaw,Primolius maracana
12474,species,buhmac1,Blue-headed Macaw,Primolius couloni
12475,species,yecmac,Yellow-collared Macaw,Primolius auricollis
12476,species,baymac,Blue-and-yellow Macaw,Ara ararauna
12477,species,bltmac1,Blue-throated Macaw,Ara glaucogularis
12478,species,milmac,Military Macaw,Ara militaris
12482,species,grgmac,Great Green Macaw,Ara ambiguus
12485,species,scamac1,Scarlet Macaw,Ara macao
12488,hybrid,x00888,Blue-and-yellow x Scarlet Macaw (hybrid),Ara ararauna x macao
12489,species,ragmac1,Red-and-green Macaw,Ara chloropterus
12490,slash,y00792,Scarlet/Red-and-green Macaw,Ara macao/chloropterus
12491,species,cubmac1,Cuban Macaw,Ara tricolor
12492,species,refmac1,Red-fronted Macaw,Ara rubrogenys
12493,species,chfmac1,Chestnut-fronted Macaw,Ara severus
12494,spuh,larmac1,large macaw sp.,Ara sp.
12495,species,goppar1,Golden-plumed Parakeet,Leptosittaca branickii
12496,species,yeepar1,Yellow-eared Parrot,Ognorhynchus icterotis
12497,species,golpar3,Golden Parakeet,Guaruba guarouba
12498,species,bucpar,Blue-crowned Parakeet,Thectocercus acuticaudatus
12499,issf,bucpar1,Blue-crowned Parakeet (Blue-crowned),Thectocercus acuticaudatus [acuticaudatus Group]
12504,issf,bucpar2,Blue-crowned Parakeet (Highland),Thectocercus acuticaudatus neumanni
12505,species,resmac2,Red-shouldered Macaw,Diopsittaca nobilis
12506,issf,resmac1,Red-shouldered Macaw (Northern),Diopsittaca nobilis nobilis
12507,issf,resmac3,Red-shouldered Macaw (Southern),Diopsittaca nobilis cumanensis/longipennis
12510,spuh,smamac1,small macaw sp.,Orthopsittaca/Primolius/Diopsittaca sp.
12511,species,grnpar,Green Parakeet,Psittacara holochlorus
12512,issf,grnpar1,Green Parakeet (Green),Psittacara holochlorus holochlorus/brewsteri
12515,issf,grnpar3,Green Parakeet (Red-throated),Psittacara holochlorus rubritorquis
12516,species,grnpar2,Socorro Parakeet,Psittacara brevipes
12517,species,pacpar1,Pacific Parakeet,Psittacara strenuus
12518,slash,y00878,Green/Pacific Parakeet,Psittacara holochlorus/strenuus
12519,species,crfpar,Crimson-fronted Parakeet,Psittacara finschi
12520,hybrid,x00959,Green x Crimson-fronted Parakeet (hybrid),Psittacara holochlorus x finschi
12521,species,scfpar1,Scarlet-fronted Parakeet,Psittacara wagleri
12522,issf,scfpar2,Scarlet-fronted Parakeet (Scarlet-fronted),Psittacara wagleri wagleri/transilis
12525,issf,scfpar3,Scarlet-fronted Parakeet (Cordilleran),Psittacara wagleri frontatus/minor
12528,species,mitpar,Mitred Parakeet,Psittacara mitratus
12529,issf,mitpar1,Mitred Parakeet (Mitred),Psittacara mitratus [mitratus Group]
12533,issf,mitpar2,Mitred Parakeet (Chapman's),Psittacara mitratus alticola
12534,slash,y00793,Scarlet-fronted/Mitred Parakeet,Psittacara wagleri/mitratus
12535,species,rempar,Red-masked Parakeet,Psittacara erythrogenys
12536,slash,y00794,Mitred/Red-masked Parakeet,Psittacara mitratus/erythrogenys
12537,species,whepar2,White-eyed Parakeet,Psittacara leucophthalmus
12541,species,cubpar2,Cuban Parakeet,Psittacara euops
12542,species,hispar,Hispaniolan Parakeet,Psittacara chloropterus
12543,species,purpar2,Puerto Rican Parakeet,Psittacara maugei
12544,species,guapar2,Guadeloupe Parakeet,Psittacara labati
12545,spuh,psitta2,Psittacara sp.,Psittacara sp.
12546,spuh,aratin,large parakeet sp. (former Aratinga sp.),Eupsittula/Aratinga/Thectocercus/Psittacara sp.
12547,spuh,parake,parakeet sp.,Psittaciformes sp. (parakeet sp.)
12548,spuh,parrot,parrot sp.,Psittaciformes sp. (parrot sp.)
12549,species,stiwre1,Stephens Island Wren,Traversia lyalli
12550,species,riflem1,Rifleman,Acanthisitta chloris
12553,species,buswre1,Bush Wren,Xenicus longipes
12557,species,soiwre1,South Island Wren,Xenicus gilviventris
12558,species,afrbro1,African Broadbill,Smithornis capensis
12568,species,gyhbro1,Gray-headed Broadbill,Smithornis sharpei
12569,issf,gyhbro2,Gray-headed Broadbill (Zenker's),Smithornis sharpei zenkeri
12570,issf,gyhbro3,Gray-headed Broadbill (Sharpe's),Smithornis sharpei sharpei
12571,issf,gyhbro4,Gray-headed Broadbill (Gray-headed),Smithornis sharpei eurylaemus
12572,species,rusbro1,Rufous-sided Broadbill,Smithornis rufolateralis
12575,spuh,smitho1,Smithornis sp.,Smithornis sp.
12576,species,grebro1,Green Broadbill,Calyptomena viridis
12580,species,hosbro1,Hose's Broadbill,Calyptomena hosii
12581,species,whibro1,Whitehead's Broadbill,Calyptomena whiteheadi
12582,species,barbro1,Black-and-red Broadbill,Cymbirhynchus macrorhynchos
12583,issf,barbro2,Black-and-red Broadbill (Irrawaddy),Cymbirhynchus macrorhynchos affinis
12584,issf,barbro3,Black-and-red Broadbill (Black-and-red),Cymbirhynchus macrorhynchos [macrorhynchos Group]
12588,species,lotbro1,Long-tailed Broadbill,Psarisomus dalhousiae
12594,species,sibbro1,Silver-breasted Broadbill,Serilophus lunatus
12595,issf,sibbro2,Silver-breasted Broadbill (Gray-browed),Serilophus lunatus rubropygius
12596,issf,sibbro3,Silver-breasted Broadbill (Silver-breasted),Serilophus lunatus [lunatus Group]
12606,species,banbro1,Banded Broadbill,Eurylaimus javanicus
12607,issf,banbro2,Banded Broadbill (Banded),Eurylaimus javanicus [harterti Group]
12612,issf,banbro3,Banded Broadbill (Javan),Eurylaimus javanicus javanicus
12613,species,baybro1,Black-and-yellow Broadbill,Eurylaimus ochromalus
12614,slash,y00879,Banded/Black-and-yellow Broadbill,Eurylaimus javanicus/ochromalus
12615,species,watbro1,Wattled Broadbill,Eurylaimus steerii
12618,species,visbro1,Visayan Broadbill,Eurylaimus samarensis
12619,species,dusbro1,Dusky Broadbill,Corydon sumatranus
12624,species,grabro1,Grauer's Broadbill,Pseudocalyptomena graueri
12625,spuh,asibro1,asian broadbill sp.,Eurylaimidae sp.
12626,species,sapayo1,Sapayoa,Sapayoa aenigma
12627,species,velasi1,Velvet Asity,Philepitta castanea
12628,species,schasi1,Schlegel's Asity,Philepitta schlegeli
12629,species,sunasi1,Common Sunbird-Asity,Neodrepanis coruscans
12630,species,yebasi1,Yellow-bellied Sunbird-Asity,Neodrepanis hypoxantha
12631,slash,y00880,Common/Yellow-bellied Sunbird-Asity,Neodrepanis coruscans/hypoxantha
12632,species,whipit1,Whiskered Pitta,Erythropitta kochi
12633,species,rebpit1,Blue-breasted Pitta,Erythropitta erythrogaster
12634,issf,bubpit1,Blue-breasted Pitta (Blue-breasted),Erythropitta erythrogaster [erythrogaster Group]
